ref,url,title,date_of_incident,company,category,incident_type,severity,location,escalation_stage,sources
TMR-0170,https://themachinerecord.com/case/an-aiper-seagull-pro-zt6001-robotic-pool-vacuum-cleaner-caught-fire-while-chargi-0170,"An Aiper Seagull Pro ZT6001 robotic pool vacuum cleaner caught fire while charging in Canada, prompting a Health Canada recall of 2,606 units sold between July 2023 and April 2024.",2025-04-12,Aiper,consumer,recall,property_damage,Canada,report,1
TMR-0171,https://themachinerecord.com/case/a-doordash-delivery-robot-wandered-into-an-active-swat-operation-and-refused-to--0171,A DoorDash delivery robot wandered into an active SWAT operation and refused to leave,2026-07-25,DoorDash,delivery,other,no_harm,,follow_up,2
TMR-0172,https://themachinerecord.com/case/qualcomm-s-new-ai-robot-collapsed-and-malfunctioned-during-an-on-stage-demonstra-0172,Qualcomm's new AI robot collapsed and malfunctioned during an on-stage demonstration,2026-07-26,Qualcomm,other,malfunction,no_harm,,follow_up,7
TMR-0173,https://themachinerecord.com/case/auto-parts-company-fined-1-5-million-after-worker-was-killed-by-a-robotic-arm-0173,Auto-parts company fined $1.5 million after worker was killed by a robotic arm,2020-11-09,,robot_arm,fatality,fatality,,fine,4
TMR-0176,https://themachinerecord.com/case/a-dancing-humanoid-robot-at-a-university-sports-event-in-shaanxi-china-suddenly--0176,"A dancing humanoid robot at a university sports event in Shaanxi, China suddenly turned and hugged a female dancer beside it before staff intervened and pulled it away.",2026-04-26,,humanoid,other,no_harm,"Shaanxi, China",follow_up,2
TMR-0177,https://themachinerecord.com/case/saudi-humanoid-robot-muhammad-allegedly-touched-female-reporter-a-person-inappro-0177,Saudi humanoid robot 'Muhammad' allegedly touched a female reporter inappropriately on her back during its public launch at the DeepFast event in Riyadh.,2024-03-04,,humanoid,other,minor_injury,"Riyadh, Saudi Arabia",report,1
TMR-0179,https://themachinerecord.com/case/boston-dynamics-atlas-humanoid-robot-performed-a-backflip-during-a-ces-2026-demo-0179,"Boston Dynamics' Atlas humanoid robot performed a backflip during a CES 2026 demonstration in Las Vegas, landing successfully but losing its hand in the process.",2026-01-07,Boston Dynamics,humanoid,malfunction,property_damage,"Las Vegas, Nevada, USA",report,1
TMR-0180,https://themachinerecord.com/case/an-unmanned-cruise-autonomous-vehicle-struck-a-woman-s-off-leash-labrador-in-a-c-0180,An unmanned Cruise autonomous vehicle struck a woman's off-leash Labrador in a crosswalk at Clay and Baker streets in San Francisco; the dog was reported uninjured.,2023-06-15,Cruise,autonomous_vehicle,collision,no_harm,"San Francisco, California, USA",report,1
TMR-0183,https://themachinerecord.com/case/aiper-elite-pro-cordless-robotic-pool-vacuum-cleaners-recalled-due-to-burn-and-f-0183,Aiper Elite Pro Cordless Robotic Pool Vacuum Cleaners Recalled Due to Burn and Fire Hazards; Distributed by Shenzhen Aiper Intelligent Co. (Recall Alert),2023-08-24,,consumer,recall,,,recall,3
TMR-0187,https://themachinerecord.com/case/a-worker-at-highline-mushrooms-kingsville-plant-was-critically-injured-after-bec-0187,"A worker at Highline Mushrooms' Kingsville plant was critically injured after becoming entangled in netting on a net washer machine's rotating bar, resulting in a $143,750 fine against Highline Produce Limited.",2023-07-20,,agricultural,injury,serious_injury,"Kingsville, Ontario, Canada",report,1
TMR-0189,https://themachinerecord.com/case/during-its-public-unveiling-in-kyoto-the-humanoid-robot-prototype-seimei-suffere-0189,"During its public unveiling in Kyoto, the humanoid robot prototype SEIMEI suffered a leg component malfunction just before the presentation, preventing any walking demonstration.",2026-04-28,Kyoto Humanoid Association (KyoHA),humanoid,malfunction,no_harm,"Kyoto, Japan",report,1
TMR-0193,https://themachinerecord.com/case/a-humanoid-robot-performing-at-a-university-dance-event-in-shaanxi-province-chin-0193,"A humanoid robot performing at a university dance event in Shaanxi province, China, unexpectedly moved toward and hugged a female student, with staff quickly intervening; the student was not injured, and the incident was attributed to signal interference from simultaneously operating drones.",2026-04-26,,humanoid,other,no_harm,"Shaanxi, China",follow_up,1
TMR-0194,https://themachinerecord.com/case/a-driverless-waymo-robotaxi-struck-a-child-who-had-stepped-into-the-street-from--0194,"A driverless Waymo robotaxi struck a child who had stepped into the street from behind an SUV during morning drop-off outside a Santa Monica elementary school, resulting in minor injuries.",2026-01-23,Waymo,autonomous_vehicle,collision,minor_injury,"Santa Monica, California, USA",investigation,4
TMR-0196,https://themachinerecord.com/case/a-factory-worker-was-pinned-to-a-bench-and-crushed-to-death-by-a-robot-at-the-va-0196,"A factory worker was pinned to a bench and crushed to death by a robot at the Vandapac factory in Chonburi, Thailand.",2024-03-27,,robot_arm,fatality,fatality,"Chonburi, Thailand",report,1
TMR-0197,https://themachinerecord.com/case/a-robot-arm-crushed-a-factory-worker-to-death-in-chon-buri-thailand-0197,"A robot arm crushed a factory worker to death in Chon Buri, Thailand.",2024-03-29,,robot_arm,fatality,fatality,"Chon Buri, Thailand",report,1
TMR-0198,https://themachinerecord.com/case/a-robot-arm-slammed-down-onto-a-worker-pinning-him-to-a-bench-and-killing-him-wh-0198,"A robot arm slammed down onto a worker, pinning him to a bench and killing him while he was laying out sheets of metal at the Vandapac factory in Chonburi province, Thailand.",2024-03-28,,robot_arm,fatality,fatality,"Chonburi, Thailand",report,1
TMR-0199,https://themachinerecord.com/case/a-waymo-robotaxi-became-stuck-perpendicular-across-a-road-while-executing-a-u-tu-0199,"A Waymo robotaxi became stuck perpendicular across a road while executing a U-turn during an active shooter incident in Austin, Texas, blocking an ambulance and requiring a police officer to manually drive it away.",2026-03-01,Waymo,autonomous_vehicle,other,no_harm,"Austin, Texas, USA",follow_up,6
TMR-0204,https://themachinerecord.com/case/a-driverless-cruise-robotaxi-with-no-passengers-rear-ended-a-san-francisco-munic-0204,"A driverless Cruise robotaxi with no passengers rear-ended a San Francisco Municipal Transportation Agency Muni bus, causing modest damage to the bus and more severe damage to the robotaxi's front bumper, with no injuries reported.",2023-03-24,Cruise,autonomous_vehicle,collision,property_damage,"San Francisco, California, USA",follow_up,2
TMR-0205,https://themachinerecord.com/case/husqvarna-s-automower-435x-and-automower-535-robot-lawn-mowers-caught-fire-durin-0205,"Husqvarna's Automower 435X and Automower 535 robot lawn mowers caught fire during battery charging, resulting in five reported fire incidents, prompting a safety recall by the OPSS.",2022-07-05,Husqvarna,consumer,recall,property_damage,,recall,1
TMR-0206,https://themachinerecord.com/case/a-starship-technologies-food-delivery-robot-operated-for-s-group-slid-off-an-icy-0206,"A Starship Technologies food delivery robot operated for S Group slid off an icy sidewalk in Helsinki, scratching both doors of a parked car, then fled the scene after a passerby placed it back on the road.",2024-02-01,Starship Technologies,delivery,collision,property_damage,"Helsinki, Finland",report,1
TMR-0208,https://themachinerecord.com/case/an-out-of-control-humanoid-robot-caused-a-disturbance-in-china-alarming-engineer-0208,"An 'out of control' humanoid robot caused a disturbance in China, alarming engineers nearby.",2025-05-03,Unitree Robotics,humanoid,malfunction,no_harm,China,follow_up,6
TMR-0209,https://themachinerecord.com/case/xpeng-motors-humanoid-robot-iron-fell-face-first-onto-a-stage-during-its-first-p-0209,XPeng Motors' humanoid robot IRON fell face-first onto a stage during its first public appearance at a shopping mall in southern China.,2026-02-01,Xpeng,humanoid,malfunction,property_damage,southern China,follow_up,4
TMR-0210,https://themachinerecord.com/case/a-unitree-g1-humanoid-robot-suffered-a-mid-performance-malfunction-while-dancing-0210,"A Unitree G1 humanoid robot suffered a mid-performance malfunction while dancing to Michael Jackson's 'Billie Jean' at the Future Era robot store in Shenzhen, China, stumbling and collapsing before being dragged off stage by a human assistant.",2026-05-22,Unitree Robotics,humanoid,malfunction,no_harm,"Shenzhen, China",report,1
TMR-0211,https://themachinerecord.com/case/a-tesla-robotaxi-safety-monitor-used-the-in-lane-stop-button-on-the-main-display-0211,"A Tesla Robotaxi safety monitor used the In Lane Stop button on the main display to halt the autonomous vehicle and prevent a potential low-speed collision with a reversing UPS truck while the robotaxi was pulling over to a destination in Austin, Texas.",2025-06-25,Tesla,autonomous_vehicle,near_miss,no_harm,"Austin, Texas, USA",follow_up,3
TMR-0213,https://themachinerecord.com/case/gm-s-cruise-recalls-nearly-1-200-robotaxis-to-close-a-us-government-probe-stemmi-0213,"GM's Cruise recalls nearly 1,200 robotaxis to close a US government probe stemming from a crash.",2024-08-22,Cruise,autonomous_vehicle,recall,serious_injury,United States,recall,1
TMR-0214,https://themachinerecord.com/case/a-cruise-driverless-robotaxi-braked-harshly-while-making-an-unprotected-left-tur-0214,"A Cruise driverless robotaxi braked harshly while making an unprotected left turn and was struck by an oncoming speeding vehicle in San Francisco, resulting in minor injuries.",2022-06-03,Cruise,autonomous_vehicle,recall,minor_injury,"San Francisco, California, USA",recall,1
TMR-0215,https://themachinerecord.com/case/zoox-issued-a-software-recall-to-prevent-unnecessary-lane-crossings-by-its-robot-0215,Zoox issued a software recall to prevent unnecessary lane crossings by its robotaxis,2025-12-24,Zoox,autonomous_vehicle,recall,no_harm,,recall,1
TMR-0217,https://themachinerecord.com/case/a-unitree-h1-humanoid-robot-struck-a-person-during-the-1500-meter-race-at-the-hu-0217,A Unitree H1 humanoid robot struck a bystander during the 1500-meter race at the Humanoid Robot Sports Games when two human operators failed to issue an evasion command in time during a remote-control handover.,2025-08-15,Unitree Robotics,humanoid,collision,minor_injury,China,report,1
TMR-0218,https://themachinerecord.com/case/during-a-public-robot-dance-show-in-shaanxi-china-a-humanoid-robot-performing-a--0218,"During a public robot dance show in Shaanxi, China, a humanoid robot performing a spinning routine swung its arm outward and struck a young boy standing near the stage.",2026-03-25,,humanoid,injury,minor_injury,"Shaanxi, China",report,1
TMR-0220,https://themachinerecord.com/case/a-humanoid-robot-fell-on-its-face-during-its-debut-public-appearance-prompting-g-0220,"A humanoid robot fell on its face during its debut public appearance, prompting global concern.",2025-11-13,,humanoid,malfunction,no_harm,,report,1
TMR-0221,https://themachinerecord.com/case/a-unitree-humanoid-robot-malfunctioned-during-a-festive-performance-in-a-beijing-0221,"A Unitree humanoid robot malfunctioned during a festive performance in a Beijing park, aggressively flailing its limbs near human dancers until organizers powered it down.",2026-05-02,Unitree Robotics,humanoid,injury,no_harm,"Beijing, China",report,1
TMR-0223,https://themachinerecord.com/case/waymo-robotaxi-blocked-a-road-during-a-mass-shooting-incident-in-the-us-0223,Waymo robotaxi blocked a road during a mass shooting incident in the US,2026-03-03,,autonomous_vehicle,other,no_harm,USA,report,1
TMR-0224,https://themachinerecord.com/case/30m-surgical-robot-defect-trial-settles-during-jury-deliberations-0224,$30M surgical robot defect trial settles during jury deliberations,2016-04-22,,surgical,lawsuit,serious_injury,,settlement,1
TMR-0225,https://themachinerecord.com/case/gm-s-cruise-recalls-self-driving-software-involved-in-a-june-crash-0225,GM's Cruise recalls self-driving software involved in a June crash,2022-09-01,,autonomous_vehicle,recall,property_damage,,recall,1
TMR-0226,https://themachinerecord.com/case/a-robotaxi-crash-in-hunan-china-sparked-fears-of-regulatory-backlash-against-aut-0226,"A robotaxi crash in Hunan, China sparked fears of regulatory backlash against autonomous vehicles",2025-12-09,,autonomous_vehicle,collision,no_harm,"Hunan, China",report,1
TMR-0227,https://themachinerecord.com/case/waymo-recalled-approximately-3-800-robotaxis-due-to-a-software-failure-that-caus-0227,"Waymo recalled approximately 3,800 robotaxis due to a software failure that caused vehicles to drive into flooded roads.",2026-05-13,,autonomous_vehicle,recall,no_harm,,recall,5
TMR-0228,https://themachinerecord.com/case/uber-eats-delivery-robots-were-vandalised-in-a-sheffield-suburb-0228,Uber Eats delivery robots were vandalised in a Sheffield suburb,2026-03-31,,delivery,other,property_damage,"Sheffield, UK",report,1
TMR-0229,https://themachinerecord.com/case/amazon-s-zoox-recalls-driverless-software-after-a-crash-in-las-vegas-0229,Amazon's Zoox recalls driverless software after a crash in Las Vegas,2025-05-07,,autonomous_vehicle,recall,property_damage,"Las Vegas, USA",recall,4
TMR-0230,https://themachinerecord.com/case/a-robot-arm-killed-a-co-worker-at-a-car-factory-in-india-0230,A robot arm killed a co-worker at a car factory in India.,2015-08-14,,robot_arm,fatality,fatality,India,follow_up,2
TMR-0231,https://themachinerecord.com/case/firefighters-moved-delivery-robots-out-of-the-way-while-tackling-a-building-fire-0231,Firefighters moved delivery robots out of the way while tackling a building fire in Cambridge.,2023-09-17,,delivery,other,no_harm,"Cambridge, UK",report,1
TMR-0233,https://themachinerecord.com/case/a-waymo-robotaxi-blocked-first-responders-at-the-scene-of-an-austin-mass-shootin-0233,A Waymo robotaxi blocked first responders at the scene of an Austin mass shooting.,2026-03-02,,autonomous_vehicle,other,no_harm,"Austin, Texas, USA",report,1
TMR-0234,https://themachinerecord.com/case/humanoid-robot-kicks-a-child-during-a-public-performance-in-xinjiang-china-0234,"Humanoid robot kicks a child during a public performance in Xinjiang, China",2026-06-05,,humanoid,injury,minor_injury,"Xinjiang, China",follow_up,4
TMR-0235,https://themachinerecord.com/case/man-wearing-motion-capture-suit-suffered-injury-while-controlling-a-unitree-g1-h-0235,Man wearing motion capture suit suffered injury while controlling a Unitree G1 humanoid robot,2025-12-28,,humanoid,injury,minor_injury,,report,1
TMR-0236,https://themachinerecord.com/case/waymo-robotaxi-struck-a-child-near-an-elementary-school-in-santa-monica-0236,Waymo robotaxi struck a child near an elementary school in Santa Monica.,2026-01-29,,autonomous_vehicle,collision,serious_injury,"Santa Monica, California, USA",follow_up,2
TMR-0237,https://themachinerecord.com/case/chess-robot-grabbed-and-broke-the-finger-of-a-seven-year-old-child-during-a-matc-0237,Chess robot grabbed and broke the finger of a seven-year-old child during a match,2022-07-21,,robot_arm,injury,minor_injury,"Moscow, Russia",report,1
TMR-0238,https://themachinerecord.com/case/ai-humanoid-robot-collapsed-during-a-live-demonstration-in-taiwan-video-went-vir-0238,"AI humanoid robot collapsed during a live demonstration in Taiwan, video went viral.",2026-07-30,,humanoid,malfunction,no_harm,Taiwan,report,1
TMR-0239,https://themachinerecord.com/case/amazon-s-zoox-recalls-332-us-robotaxi-vehicles-due-to-a-software-error-0239,Amazon's Zoox recalls 332 US robotaxi vehicles due to a software error.,2025-12-23,,autonomous_vehicle,recall,no_harm,United States,recall,1
TMR-0240,https://themachinerecord.com/case/zimmer-surgical-robot-subject-to-class-i-recall-due-to-a-software-glitch-0240,Zimmer surgical robot subject to Class I recall due to a software glitch.,2021-10-29,,surgical,recall,no_harm,,recall,1
TMR-0241,https://themachinerecord.com/case/cruise-recalls-robotaxis-after-a-passenger-was-injured-in-a-crash-0241,Cruise recalls robotaxis after a passenger was injured in a crash.,2022-09-01,,autonomous_vehicle,recall,minor_injury,United States,recall,1
TMR-0242,https://themachinerecord.com/case/waymo-robotaxis-got-stuck-during-a-san-francisco-power-blackout-0242,Waymo robotaxis got stuck during a San Francisco power blackout.,2025-12-24,,autonomous_vehicle,malfunction,no_harm,"San Francisco, CA, USA",report,1
TMR-0243,https://themachinerecord.com/case/six-waymo-robotaxis-blocked-traffic-at-a-san-francisco-freeway-on-ramp-0243,Six Waymo robotaxis blocked traffic at a San Francisco freeway on-ramp.,2024-04-17,,autonomous_vehicle,malfunction,no_harm,"San Francisco, California, USA",report,1
TMR-0244,https://themachinerecord.com/case/a-patrolling-robot-was-damaged-after-falling-down-a-staircase-at-hong-kong-airpo-0244,A patrolling robot was damaged after falling down a staircase at Hong Kong airport.,2026-08-02,,service,malfunction,property_damage,"Hong Kong International Airport, Hong Kong",report,1
TMR-0245,https://themachinerecord.com/case/a-piece-of-a-surgical-robot-fell-into-a-patient-s-abdominal-cavity-unnoticed-dur-0245,"A piece of a surgical robot fell into a patient's abdominal cavity unnoticed during surgery, resulting in a $475,000 lawsuit.",2014-09-30,,surgical,injury,serious_injury,"Oregon, USA",lawsuit,1
TMR-0682,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0682,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in Inglewood, CA, reported to NHTSA as minor w/ hospitalization",2026-05-01,Waymo,autonomous_vehicle,collision,minor_injury,"Inglewood, CA",report,1
TMR-0683,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-pickup-tru-0683,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with pickup truck in Phoenix, AZ, reported to NHTSA as moderate w/ hospitalization",2026-05-01,Waymo,autonomous_vehicle,collision,serious_injury,"Phoenix, AZ",report,1
TMR-0684,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0684,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in Los Angeles, CA, reported to NHTSA as moderate w/o hospitalization",2026-05-01,Waymo,autonomous_vehicle,collision,minor_injury,"Los Angeles, CA",report,1
TMR-0685,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-zeekr-rt-was-involved-in-a-crash-with-pickup-truck-in-0685,"A Waymo autonomous vehicle (Zeekr Rt) was involved in a crash with pickup truck in Los Angeles, CA, reported to NHTSA as moderate w/ hospitalization",2026-05-01,Waymo,autonomous_vehicle,collision,serious_injury,"Los Angeles, CA",report,1
TMR-0686,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0686,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in Santa Monica, CA, reported to NHTSA as minor w/ hospitalization",2026-05-01,Waymo,autonomous_vehicle,collision,minor_injury,"Santa Monica, CA",report,1
TMR-0687,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-los-0687,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in Los Angeles, CA, reported to NHTSA as minor w/ hospitalization",2026-04-01,Waymo,autonomous_vehicle,collision,minor_injury,"Los Angeles, CA",report,1
TMR-0688,https://themachinerecord.com/case/a-may-mobility-autonomous-vehicle-toyota-sienna-was-involved-in-a-crash-with-oth-0688,"A May Mobility autonomous vehicle (Toyota Sienna) was involved in a crash with other, see narrative in Atlanta, GA, reported to NHTSA as minor w/ hospitalization",2026-04-01,,autonomous_vehicle,collision,minor_injury,"Atlanta, GA",report,1
TMR-0689,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-los-0689,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in Los Angeles, CA, reported to NHTSA as minor w/ hospitalization",2026-04-01,Waymo,autonomous_vehicle,collision,minor_injury,"Los Angeles, CA",report,1
TMR-0690,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-motorcycle-0690,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with motorcycle in Atlanta, GA, reported to NHTSA as moderate w/o hospitalization",2026-04-01,Waymo,autonomous_vehicle,collision,minor_injury,"Atlanta, GA",report,1
TMR-0691,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-pickup-tru-0691,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with pickup truck in Atlanta, GA, reported to NHTSA as minor w/ hospitalization",2026-04-01,Waymo,autonomous_vehicle,collision,minor_injury,"Atlanta, GA",report,1
TMR-0692,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-los-0692,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in Los Angeles, CA, reported to NHTSA as minor w/ hospitalization",2026-04-01,Waymo,autonomous_vehicle,collision,minor_injury,"Los Angeles, CA",report,1
TMR-0693,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-san-0693,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in San Francisco, CA, reported to NHTSA as minor w/ hospitalization",2026-04-01,Waymo,autonomous_vehicle,collision,minor_injury,"San Francisco, CA",report,1
TMR-0694,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-san-0694,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in San Francisco, CA, reported to NHTSA as moderate w/ hospitalization",2026-04-01,Waymo,autonomous_vehicle,collision,serious_injury,"San Francisco, CA",report,1
TMR-0695,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-pickup-tru-0695,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with pickup truck in Austin, TX, reported to NHTSA as minor w/ hospitalization",2026-03-01,Waymo,autonomous_vehicle,collision,minor_injury,"Austin, TX",report,1
TMR-0696,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-ing-0696,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in Inglewood, CA, reported to NHTSA as minor w/ hospitalization",2026-03-01,Waymo,autonomous_vehicle,collision,minor_injury,"Inglewood, CA",report,1
TMR-0697,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0697,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in San Francisco, CA, reported to NHTSA as minor w/ hospitalization",2026-02-01,Waymo,autonomous_vehicle,collision,minor_injury,"San Francisco, CA",report,1
TMR-0698,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-van-in-san-0698,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with van in San Francisco, CA, reported to NHTSA as moderate w/ hospitalization",2026-02-01,Waymo,autonomous_vehicle,collision,serious_injury,"San Francisco, CA",report,1
TMR-0699,https://themachinerecord.com/case/a-may-mobility-autonomous-vehicle-toyota-sienna-was-involved-in-a-crash-with-oth-0699,"A May Mobility autonomous vehicle (Toyota Sienna) was involved in a crash with other fixed object in Atlanta, GA, reported to NHTSA as minor w/ hospitalization",2026-01-01,,autonomous_vehicle,collision,minor_injury,"Atlanta, GA",report,1
TMR-0700,https://themachinerecord.com/case/a-avride-inc-autonomous-vehicle-hyundai-ioniq-5-was-involved-in-a-crash-with-pas-0700,"A Avride Inc. autonomous vehicle (Hyundai Ioniq 5) was involved in a crash with passenger car in Dallas, TX, reported to NHTSA as minor w/ hospitalization",2026-01-01,Avride,autonomous_vehicle,collision,minor_injury,"Dallas, TX",report,1
TMR-0701,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0701,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in Los Angeles, CA, reported to NHTSA as minor w/ hospitalization",2026-01-01,Waymo,autonomous_vehicle,collision,minor_injury,"Los Angeles, CA",report,1
TMR-0702,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-van-in-los-0702,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with van in Los Angeles, CA, reported to NHTSA as minor w/ hospitalization",2025-12-01,Waymo,autonomous_vehicle,collision,minor_injury,"Los Angeles, CA",report,1
TMR-0703,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-san-0703,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in San Francisco, CA, reported to NHTSA as minor w/ hospitalization",2025-12-01,Waymo,autonomous_vehicle,collision,minor_injury,"San Francisco, CA",report,1
TMR-0704,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0704,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in Atlanta, GA, reported to NHTSA as minor w/ hospitalization",2025-12-01,Waymo,autonomous_vehicle,collision,minor_injury,"Atlanta, GA",report,1
TMR-0705,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0705,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in Phoenix, AZ, reported to NHTSA as minor w/ hospitalization",2025-12-01,Waymo,autonomous_vehicle,collision,minor_injury,"Phoenix, AZ",report,1
TMR-0706,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-non-motori-0706,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with non-motorist: cyclist in Palo Alto, CA, reported to NHTSA as minor w/ hospitalization",2025-12-01,Waymo,autonomous_vehicle,collision,minor_injury,"Palo Alto, CA",report,1
TMR-0707,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-sco-0707,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in Scottsdale, AZ, reported to NHTSA as minor w/ hospitalization",2025-11-01,Waymo,autonomous_vehicle,collision,minor_injury,"Scottsdale, AZ",report,1
TMR-0708,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0708,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in Tempe, AZ, reported to NHTSA as minor w/ hospitalization",2025-11-01,Waymo,autonomous_vehicle,collision,minor_injury,"Tempe, AZ",report,1
TMR-0709,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-non-motori-0709,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with non-motorist: pedestrian in Scottsdale, AZ, reported to NHTSA as moderate w/ hospitalization",2025-11-01,Waymo,autonomous_vehicle,collision,serious_injury,"Scottsdale, AZ",report,1
TMR-0710,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-san-0710,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in San Francisco, CA, reported to NHTSA as minor w/ hospitalization",2025-11-01,Waymo,autonomous_vehicle,collision,minor_injury,"San Francisco, CA",report,1
TMR-0711,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0711,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in Austin, TX, reported to NHTSA as minor w/ hospitalization",2025-11-01,Waymo,autonomous_vehicle,collision,minor_injury,"Austin, TX",report,1
TMR-0712,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0712,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in San Francisco, CA, reported to NHTSA as minor w/ hospitalization",2025-10-01,Waymo,autonomous_vehicle,collision,minor_injury,"San Francisco, CA",report,1
TMR-0713,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-non-motori-0713,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with non-motorist: cyclist in San Francisco, CA, reported to NHTSA as minor w/ hospitalization",2025-10-01,Waymo,autonomous_vehicle,collision,minor_injury,"San Francisco, CA",report,1
TMR-0714,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0714,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in Atlanta, GA, reported to NHTSA as moderate w/ hospitalization",2025-10-01,Waymo,autonomous_vehicle,collision,serious_injury,"Atlanta, GA",report,1
